sale_id,customer_id,product_id,branch_id,sale_date,quantity,total_amount
2800,8926,337,4,2022-12-01,5,20118785
2801,6004,415,1,2023-05-18,2,4114854
2802,4793,2,4,2025-06-16,5,18565560
2803,8605,107,5,2024-01-21,2,6111470
2804,7230,308,5,2023-04-21,4,22171936
2805,8854,188,5,2024-08-21,3,15849597
2806,8925,56,2,2023-08-17,4,16839736
2807,9832,434,5,2023-08-16,3,7439514
2808,6040,491,4,2023-08-18,4,15425268
2809,5913,362,1,2024-04-27,4,9383808
2810,7479,210,4,2023-10-17,5,16537170
2811,2791,454,3,2024-05-07,4,9512072
2812,4774,413,3,2023-07-31,1,1404364
2813,5890,144,2,2022-05-31,4,4801584
2814,6426,301,1,2023-03-18,2,7482888
2815,1598,272,4,2022-05-05,4,6810748
2816,8351,165,2,2025-11-30,2,9201292
2817,6139,88,5,2024-02-22,2,10166514
2818,728,320,2,2023-04-12,4,12856260
2819,4352,426,3,2022-06-16,4,4484992
2820,1667,152,3,2025-09-24,5,8426475
2821,3707,201,3,2024-10-02,4,4912836
2822,5161,364,1,2024-01-01,1,2956133
2823,3889,114,4,2023-10-28,4,1736584
2824,4214,86,1,2023-03-12,1,3512006
2825,6351,493,2,2023-05-21,2,8250414
2826,9436,240,2,2025-11-23,4,13345948
2827,1275,91,1,2023-08-01,1,4242260
2828,5675,471,2,2025-12-26,2,3529698
2829,8930,490,4,2024-07-30,4,2689108
2830,6484,154,1,2022-03-31,2,9985028
2831,5004,225,5,2023-04-22,2,10736482
2832,6453,383,5,2022-07-17,3,20022777
2833,4150,456,4,2022-01-21,2,7355080
2834,682,56,5,2022-10-29,1,4209934
2835,520,118,4,2022-09-16,4,8354128
2836,3745,21,5,2022-03-14,1,6433901
2837,4483,371,2,2023-07-23,1,2540289
2838,4096,398,4,2023-01-16,1,2322464
2839,221,443,4,2024-10-21,3,8993970
2840,8450,62,1,2023-07-17,3,12796338
2841,9461,114,4,2024-10-11,2,868292
2842,1406,465,5,2022-02-18,5,24659475
2843,2319,16,1,2023-01-11,2,6171828
2844,1134,356,2,2024-06-18,2,3858530
2845,6082,156,3,2024-08-14,4,19748008
2846,2982,365,2,2023-09-30,4,15482532
2847,8762,256,3,2022-03-22,4,14550644
2848,780,377,1,2023-04-08,1,4487651
2849,2737,416,1,2025-08-05,1,2646953
2850,5223,40,5,2025-07-12,4,8032184
2851,8634,215,3,2022-12-03,1,3571436
2852,3230,237,3,2024-04-07,1,4757891
2853,6917,480,1,2025-02-16,2,9753862
2854,3864,434,3,2024-01-27,5,12399190
2855,2435,364,1,2025-07-14,3,8868399
2856,1402,83,1,2023-11-30,1,4560540
2857,3406,357,4,2025-06-04,1,5185120
2858,7761,132,4,2022-09-14,4,17445928
2859,551,481,2,2025-08-03,5,16030825
2860,8996,390,2,2023-11-11,2,4770260
2861,5842,178,1,2025-10-28,3,11222886
2862,6345,63,2,2024-03-29,1,3720391
2863,2456,344,1,2025-06-23,1,2585924
2864,3498,120,3,2022-12-23,4,3479804
2865,9107,117,2,2022-01-16,5,30260625
2866,7530,404,5,2022-07-14,5,12878655
2867,4967,423,4,2025-02-28,2,7354100
2868,372,258,1,2023-01-04,4,25379080
2869,855,391,3,2025-09-28,4,14011908
2870,1613,199,3,2022-08-25,3,12654573
2871,9626,267,2,2024-04-05,3,11071137
2872,5371,221,5,2023-03-31,4,11717848
2873,900,283,4,2024-03-08,2,6436510
2874,7560,346,2,2024-12-10,3,9191178
2875,3145,445,1,2024-10-07,4,16526188
2876,4538,436,2,2025-09-26,4,3215980
2877,6873,417,4,2023-06-23,1,3592086
2878,9014,32,5,2023-08-06,4,6210728
2879,6084,309,3,2024-07-28,4,6174628
2880,4155,53,3,2025-02-07,2,11652050
2881,1982,485,4,2022-12-24,4,10121748
2882,4200,29,1,2022-11-07,2,13643216
2883,3029,189,5,2022-04-09,3,2938689
2884,8391,424,3,2022-11-29,3,12558918
2885,4860,245,1,2024-04-28,5,16892700
2886,3791,53,1,2025-07-15,4,23304100
2887,6423,438,3,2025-04-18,4,21353896
2888,7128,453,3,2025-09-19,4,7444156
2889,8374,6,3,2023-10-29,5,20244540
2890,5012,223,2,2022-06-13,4,12905416
2891,4117,100,1,2024-09-09,4,12891212
2892,3082,296,3,2025-07-30,4,20768596
2893,372,238,3,2022-09-05,2,4051962
2894,7523,74,3,2023-08-15,2,7559636
2895,4270,196,5,2023-06-05,3,10014180
2896,5488,246,3,2025-12-01,1,5924484
2897,9753,64,1,2025-12-29,5,25129305
2898,9042,98,3,2024-12-12,4,7605996
2899,4939,242,3,2022-05-23,5,25503695
2900,8214,91,5,2023-12-04,5,21211300
2901,2175,126,5,2023-08-28,3,8065983
2902,6616,373,5,2022-12-31,5,9714360
2903,5484,228,3,2022-02-13,5,21730760
2904,9110,430,4,2022-04-19,3,8823165
2905,1987,242,5,2023-05-22,3,15302217
2906,1386,237,3,2024-10-27,3,14273673
2907,5594,246,3,2023-12-11,2,11848968
2908,6386,185,1,2023-03-02,3,6580461
2909,2174,374,3,2024-04-27,1,2003606
2910,5739,317,2,2025-07-18,5,14551945
2911,6606,218,4,2025-02-16,1,2952952
2912,3657,3,4,2023-06-30,4,7360388
2913,9963,417,3,2023-02-28,3,10776258
2914,2632,194,4,2024-04-11,2,1826650
2915,8924,367,2,2024-09-13,4,22302204
2916,7833,328,1,2023-07-21,4,12388564
2917,3961,451,4,2022-07-11,3,5368839
2918,1985,265,5,2024-10-09,3,14006160
2919,1179,417,5,2024-01-23,2,7184172
2920,4554,331,1,2023-08-27,5,23434955
2921,7528,195,3,2022-03-29,4,11200600
2922,3307,194,1,2022-02-12,5,4566625
2923,4004,497,3,2024-11-01,5,19189565
2924,1268,196,5,2022-06-21,5,16690300
2925,5500,442,3,2025-12-01,5,8985795
2926,436,460,4,2023-03-11,5,20803910
2927,439,373,4,2023-07-27,5,9714360
2928,5459,228,4,2025-09-27,2,8692304
2929,4823,308,5,2025-03-07,5,27714920
2930,7559,244,5,2025-07-07,1,2193498
2931,1182,204,1,2025-07-17,4,6539068
2932,6188,174,4,2023-02-04,3,12737655
2933,5761,103,1,2025-07-15,3,2839500
2934,5801,80,5,2024-09-09,5,11265295
2935,8809,437,5,2022-02-28,3,5950884
2936,1604,165,4,2022-01-20,5,23003230
2937,8770,245,3,2022-07-18,3,10135620
2938,897,82,4,2022-12-26,1,3411902
2939,6038,16,3,2025-09-01,5,15429570
2940,6623,470,3,2023-01-13,5,26706425
2941,3565,301,4,2022-06-22,5,18707220
2942,8399,285,1,2025-05-25,2,11356250
2943,9753,474,3,2025-05-03,3,4234338
2944,9815,31,1,2023-10-02,2,11309928
2945,1078,34,1,2022-06-15,2,10942502
2946,7018,477,3,2023-06-07,5,13931230
2947,3624,240,1,2024-06-27,4,13345948
2948,9057,259,3,2023-01-20,1,3928751
2949,7590,284,4,2022-04-17,1,3643417
2950,9133,211,4,2024-03-27,2,4956766
2951,7856,367,4,2022-09-03,2,11151102
2952,6280,433,1,2022-05-18,1,1391147
2953,7924,437,2,2023-02-21,5,9918140
2954,1520,434,5,2025-06-19,2,4959676
2955,2838,103,3,2023-11-15,2,1893000
2956,2944,100,4,2023-07-05,3,9668409
2957,3485,434,5,2023-04-20,1,2479838
2958,7209,111,5,2022-10-30,3,10775940
2959,9806,147,2,2024-09-24,1,6330060
2960,4973,402,2,2025-05-24,1,4367485
2961,8443,314,4,2025-06-18,1,1227914
2962,6286,163,1,2022-06-09,3,19427598
2963,9283,161,3,2024-05-07,2,6295984
2964,1397,469,5,2023-02-15,3,2500542
2965,7246,68,3,2024-06-13,3,5263572
2966,6889,157,4,2022-04-24,3,2081520
2967,5688,62,1,2024-02-21,4,17061784
2968,8146,40,4,2025-10-08,4,8032184
2969,75,9,5,2024-02-23,2,3926252
2970,5761,413,4,2023-02-16,4,5617456
2971,9105,488,1,2025-07-05,2,11689064
2972,9679,161,5,2022-07-18,1,3147992
2973,3274,314,2,2024-05-07,2,2455828
2974,7187,140,1,2023-05-12,5,13514635
2975,9368,159,5,2025-12-06,1,2679786
2976,8713,233,5,2024-07-22,3,2207817
2977,7046,490,1,2022-03-27,3,2016831
2978,8997,499,3,2022-03-14,3,10833798
2979,7521,431,3,2023-06-01,2,10253844
2980,2412,435,3,2024-07-24,5,15398740
2981,9889,331,1,2024-09-21,2,9373982
2982,2372,495,1,2023-05-10,2,12758256
2983,8516,290,2,2024-12-03,5,20472670
2984,656,254,3,2023-04-05,1,2575088
2985,8771,408,5,2024-02-19,5,18046105
2986,9367,261,2,2025-11-09,1,2939582
2987,4191,157,3,2022-12-16,1,693840
2988,6517,194,5,2022-11-14,5,4566625
2989,273,319,1,2025-04-14,5,18305025
2990,3900,127,5,2023-09-16,4,23301304
2991,4784,303,1,2022-10-13,2,11540756
2992,4368,480,4,2025-03-29,5,24384655
2993,9005,467,4,2025-11-14,3,3547431
2994,1543,447,4,2024-09-16,4,18677388
2995,3493,352,3,2025-07-17,2,6990124
2996,6121,168,1,2023-08-21,3,19109919
2997,1618,244,2,2023-12-29,4,8773992
2998,8629,141,2,2024-12-09,4,17354836
2999,1748,372,3,2025-08-27,3,17585307
3000,6873,413,1,2024-10-30,2,2808728
3001,2209,83,2,2023-08-24,1,4560540
3002,6256,239,3,2023-08-24,3,11457642
3003,315,34,4,2025-04-16,4,21885004
3004,7522,405,3,2024-12-25,1,3271056
3005,3953,490,2,2024-08-10,2,1344554
3006,8023,244,1,2025-08-24,3,6580494
3007,1890,296,3,2023-10-08,3,15576447
3008,8328,342,2,2023-10-20,4,5918880
3009,9576,277,4,2022-05-24,4,8082004
3010,4827,408,3,2023-08-04,5,18046105
3011,1936,292,4,2023-12-28,3,3674829
3012,5100,33,1,2022-07-08,1,4177021
3013,3323,234,5,2023-07-09,2,5909202
3014,5397,135,5,2024-12-13,5,14850655
3015,9503,207,5,2022-12-15,3,18658308
3016,5843,234,3,2025-03-30,4,11818404
3017,4325,127,3,2022-11-06,3,17475978
3018,3240,303,4,2023-05-26,2,11540756
3019,9580,172,3,2024-03-02,2,4436554
3020,6977,396,1,2023-11-27,3,9455586
3021,2301,483,1,2025-10-08,1,4550140
3022,5655,378,4,2025-02-12,2,5518644
3023,8626,441,5,2022-07-27,2,6197436
3024,6160,482,3,2024-11-20,1,4989140
3025,2116,465,2,2025-01-22,3,14795685
3026,5322,311,2,2023-08-22,2,8427094
3027,4764,202,4,2023-02-10,3,12821421
3028,2165,388,4,2024-11-05,3,14242737
3029,6415,367,5,2022-09-05,4,22302204
3030,2160,487,4,2025-04-16,1,3384003
3031,2547,98,3,2025-10-14,1,1901499
3032,5377,105,4,2022-06-06,4,10373084
3033,3360,63,5,2022-12-28,2,7440782
3034,9999,473,5,2022-08-07,2,9707522
3035,5258,434,1,2024-09-01,2,4959676
3036,2738,257,5,2023-07-13,3,5916615
3037,7894,142,2,2023-01-01,2,8219460
3038,8878,368,5,2024-12-15,1,4767134
3039,5886,217,1,2024-03-09,3,11546556
3040,9281,152,3,2022-08-26,5,8426475
3041,5388,229,1,2024-02-04,5,15528870
3042,3246,89,1,2023-08-09,3,9506547
3043,3306,400,1,2025-05-29,2,9932152
3044,8328,126,2,2024-03-23,4,10754644
3045,7039,267,3,2025-01-25,2,7380758
3046,7166,62,4,2024-01-19,2,8530892
3047,1020,212,3,2024-10-17,4,12896848
3048,4564,375,1,2022-05-11,5,12076995
3049,9934,376,5,2023-11-14,2,1828748
3050,6545,498,1,2023-06-04,5,23230240
3051,9538,209,5,2022-03-17,3,10907352
3052,8953,30,5,2024-02-02,3,6516528
3053,8822,154,2,2025-09-26,1,4992514
3054,4058,192,3,2024-01-11,1,582481
3055,8348,187,1,2024-06-08,2,6105912
3056,3248,133,1,2022-01-09,5,29163865
3057,2208,266,4,2024-01-14,5,6107635
3058,7820,167,1,2025-01-22,2,10442628
3059,9172,277,3,2022-12-05,2,4041002
3060,9253,384,4,2022-01-18,4,15140164
3061,3654,449,4,2022-07-03,1,5741211
3062,5677,450,2,2022-05-20,5,26511285
3063,7419,397,5,2022-10-14,3,5688834
3064,1309,465,4,2024-01-16,2,9863790
3065,8809,3,4,2023-12-24,2,3680194
3066,1678,363,3,2022-05-21,3,18476916
3067,7011,28,2,2022-08-13,4,17812512
3068,4574,152,1,2024-09-01,5,8426475
3069,6363,188,5,2022-12-26,1,5283199
3070,4269,10,5,2025-09-21,4,9021096
3071,4764,480,5,2025-04-30,4,19507724
3072,9440,180,5,2025-07-17,4,7071860
3073,8557,51,2,2023-12-03,5,29362685
3074,5568,338,4,2023-07-19,5,15843560
3075,1404,384,4,2024-11-19,4,15140164
3076,5738,417,5,2024-01-19,3,10776258
3077,7431,392,1,2024-10-18,2,9926936
3078,6366,268,3,2025-12-26,4,13755232
3079,7701,409,2,2022-10-04,1,2365440
3080,7862,217,5,2025-12-12,2,7697704
3081,7507,422,2,2024-09-12,3,13398744
3082,5342,138,5,2024-03-01,3,4873386
3083,7412,296,2,2024-04-19,1,5192149
3084,9101,478,3,2024-05-14,2,6587034
3085,5741,404,4,2022-01-19,1,2575731
3086,4717,157,5,2024-12-30,2,1387680
3087,4005,146,2,2025-05-11,2,9047254
3088,2668,292,4,2024-05-31,2,2449886
3089,3731,272,1,2024-02-24,3,5108061
3090,2961,165,4,2024-11-08,2,9201292
3091,3586,144,2,2024-07-04,1,1200396
3092,4078,447,4,2023-04-23,1,4669347
3093,7347,207,3,2023-04-22,3,18658308
3094,8774,99,1,2022-01-09,3,17468478
3095,1610,6,1,2025-09-26,3,12146724
3096,4060,31,1,2024-01-25,3,16964892
3097,8109,486,5,2025-12-10,3,6966654
3098,2263,432,5,2024-06-22,3,13638918
3099,5103,411,1,2025-05-06,1,2740032
3100,1109,129,2,2023-03-26,3,7334571
3101,1231,110,1,2024-05-11,4,10919580
3102,3239,307,5,2023-05-12,5,25903330
3103,3646,488,1,2023-03-14,3,17533596
3104,4325,191,5,2022-04-11,2,8051052
3105,9176,221,4,2025-07-03,2,5858924
3106,733,308,2,2023-04-24,5,27714920
3107,4516,216,4,2022-06-18,5,4568440
3108,894,22,2,2023-09-07,5,19460440
3109,9654,223,3,2023-03-22,1,3226354
3110,77,267,2,2022-02-26,4,14761516
3111,6112,397,2,2024-10-10,3,5688834
3112,9213,197,2,2022-03-14,1,4173528
3113,9658,286,5,2025-11-14,2,5978570
3114,8670,36,3,2023-08-31,4,16372280
3115,4056,182,5,2022-04-06,1,4367443
3116,3579,110,3,2023-11-29,4,10919580
3117,3733,154,5,2022-03-10,3,14977542
3118,2553,178,1,2024-10-31,5,18704810
3119,9523,314,1,2024-05-22,1,1227914
3120,9289,177,1,2024-05-06,2,4232786
3121,1793,481,5,2022-11-07,2,6412330
3122,9718,397,2,2023-11-16,2,3792556
3123,4320,405,1,2024-09-10,2,6542112
3124,9691,407,5,2025-08-26,4,23293580
3125,283,234,5,2022-02-25,3,8863803
3126,9079,166,1,2024-10-01,1,3387717
3127,3860,403,4,2022-10-01,3,2733951
3128,9524,263,4,2024-11-14,3,7662657
3129,4521,94,2,2025-10-23,2,4943678
3130,3394,246,4,2025-02-09,5,29622420
3131,8153,379,2,2022-12-18,2,9631318
3132,6819,459,2,2025-07-28,4,11178300
3133,5174,242,3,2023-02-07,1,5100739
3134,3785,92,5,2023-11-01,5,18350605
3135,9225,386,2,2024-08-20,4,24032972
3136,1340,307,2,2022-08-13,1,5180666
3137,9803,372,5,2024-10-10,4,23447076
3138,9823,324,3,2024-06-29,3,10223250
3139,6895,24,2,2025-08-12,5,6854395
3140,4182,393,3,2022-12-03,4,22649296
3141,4292,480,3,2024-04-04,5,24384655
3142,6177,325,3,2025-05-18,2,2196486
3143,8567,174,2,2023-06-17,4,16983540
3144,6527,493,1,2023-12-29,5,20626035
3145,2022,359,1,2023-06-15,1,1471439
3146,6859,88,1,2023-11-09,4,20333028
3147,8377,262,5,2025-07-01,2,5331832
3148,9775,243,1,2024-09-24,1,2754572
3149,8639,391,5,2022-01-29,5,17514885
3150,3745,81,2,2022-06-17,2,6296518
3151,5398,264,2,2022-06-29,3,12364002
3152,4692,378,4,2025-02-14,1,2759322
3153,1122,240,5,2023-04-19,3,10009461
3154,1385,386,1,2023-08-18,5,30041215
3155,743,356,5,2024-02-28,5,9646325
3156,6476,300,2,2025-05-22,1,2176660
3157,326,264,4,2025-05-03,5,20606670
3158,8471,45,2,2023-04-23,5,11509540
3159,1820,76,1,2022-03-20,2,3891162
3160,6459,264,3,2023-04-19,1,4121334
3161,8189,383,1,2022-05-25,5,33371295
3162,7011,158,5,2025-09-02,5,22072090
3163,8949,463,2,2023-04-12,5,30826690
3164,922,368,3,2024-08-30,2,9534268
3165,1487,192,2,2025-05-17,1,582481
3166,6986,213,1,2022-09-10,1,2543078
3167,3255,7,2,2024-08-16,4,20232216
3168,6342,82,5,2022-10-09,5,17059510
3169,6302,211,5,2022-02-14,5,12391915
3170,4912,139,4,2022-06-14,5,25433215
3171,2729,89,3,2025-05-04,1,3168849
3172,4270,283,3,2025-06-04,5,16091275
3173,7930,144,1,2022-10-04,4,4801584
3174,2390,463,4,2022-05-16,4,24661352
3175,3674,178,3,2022-06-29,3,11222886
3176,5168,205,5,2022-08-17,2,12984174
3177,8509,494,4,2023-01-24,2,9780788
3178,6612,72,1,2023-05-08,4,16177120
3179,6337,336,4,2024-06-24,4,11888516
3180,4359,402,3,2022-01-28,3,13102455
3181,490,172,3,2022-02-07,2,4436554
3182,6854,373,3,2022-04-27,5,9714360
3183,905,9,4,2025-05-31,2,3926252
3184,1075,218,4,2024-12-13,2,5905904
3185,540,316,1,2022-05-22,5,19317685
3186,2964,468,2,2023-10-10,1,1873946
3187,3380,325,4,2023-11-12,2,2196486
3188,9539,48,5,2024-01-26,4,5943244
3189,2381,87,3,2022-03-01,3,8361123
3190,6002,242,2,2025-01-24,5,25503695
3191,9863,70,4,2023-10-21,3,8284674
3192,4740,26,3,2023-04-30,5,8409950
3193,3477,484,5,2023-03-07,5,17336260
3194,2867,310,3,2022-05-22,2,5448862
3195,1679,271,1,2024-05-03,5,16197440
3196,2789,23,3,2024-12-19,2,3300140
3197,6097,432,3,2023-04-29,4,18185224
3198,6035,128,3,2022-05-03,4,10885964
3199,4050,311,4,2022-09-08,2,8427094
3200,7412,61,1,2023-06-16,2,3695986
3201,2650,116,4,2023-03-15,4,10203760
3202,6241,75,4,2022-01-01,4,10081116
3203,6476,359,3,2023-01-07,2,2942878
3204,6493,258,2,2023-11-17,1,6344770
3205,1258,376,4,2024-12-12,3,2743122
3206,6660,386,1,2024-08-23,1,6008243
3207,5997,83,4,2024-05-08,3,13681620
3208,590,255,4,2023-03-31,1,3761485
3209,4415,446,5,2024-03-30,5,18318560
3210,9381,44,1,2025-02-14,1,2186926
3211,7906,187,3,2023-07-14,1,3052956
3212,1151,186,4,2025-03-14,1,5799412
3213,9008,50,1,2022-11-16,3,2382843
3214,8848,479,4,2025-05-05,2,11463406
3215,2642,55,1,2023-04-12,3,18735867
3216,2542,388,1,2025-09-17,2,9495158
3217,37,394,3,2025-03-01,4,12113660
3218,5217,190,2,2025-09-05,4,2836832
3219,4752,166,5,2022-05-22,1,3387717
3220,7327,353,1,2024-12-19,2,3739616
3221,5459,356,1,2023-02-13,1,1929265
3222,684,490,1,2022-07-06,4,2689108
3223,8245,326,2,2024-12-05,5,27274210
3224,3911,169,5,2025-12-07,5,7393285
3225,6164,471,5,2025-10-17,1,1764849
3226,9663,138,1,2024-07-05,3,4873386
3227,6171,400,1,2022-07-11,5,24830380
3228,6803,428,1,2025-10-14,3,13125990
3229,3881,271,2,2022-04-26,4,12957952
3230,1508,491,2,2022-05-16,3,11568951
3231,4416,425,2,2022-03-29,5,28146630
3232,885,295,2,2025-11-08,1,4763772
3233,7947,115,3,2023-07-02,2,7169398
3234,9114,234,1,2024-07-31,5,14773005
3235,2978,209,5,2022-03-02,3,10907352
3236,4554,63,4,2023-06-02,3,11161173
3237,1617,434,5,2025-04-23,4,9919352
3238,6407,268,3,2022-08-04,3,10316424
3239,7254,453,5,2023-06-13,4,7444156
3240,1818,391,4,2024-10-29,4,14011908
3241,1178,304,2,2023-12-06,3,9796746
3242,2170,296,4,2023-08-08,3,15576447
3243,8588,490,3,2023-10-22,1,672277
3244,5335,474,3,2024-08-12,2,2822892
3245,4843,440,4,2024-09-07,2,6496632
3246,6059,187,2,2023-08-08,4,12211824
3247,9787,196,2,2024-02-03,5,16690300
3248,7191,282,4,2024-10-27,1,3680181
3249,2883,424,3,2023-02-09,3,12558918
3250,6181,213,2,2024-04-29,5,12715390
3251,7701,189,2,2023-02-26,5,4897815
3252,7075,1,2,2023-10-06,2,5633982
3253,9378,164,1,2025-07-08,3,19222185
3254,3861,454,4,2024-01-30,1,2378018
3255,9726,439,3,2023-09-05,1,2022353
3256,1180,500,2,2024-01-05,1,2349055
3257,6615,340,4,2022-05-27,3,16051947
3258,3597,115,1,2025-05-24,2,7169398
3259,5550,22,2,2023-01-04,5,19460440
3260,3608,352,4,2023-08-16,2,6990124
3261,7102,163,1,2023-10-03,2,12951732
3262,5380,201,4,2022-12-31,5,6141045
3263,1790,451,3,2023-07-12,3,5368839
3264,694,264,3,2025-07-17,2,8242668
3265,3703,276,3,2025-02-25,3,11950410
3266,5561,300,1,2022-06-22,2,4353320
3267,3096,295,3,2023-05-17,3,14291316
3268,2205,221,4,2024-05-04,3,8788386
3269,5104,35,5,2024-07-23,5,7334320
3270,4966,390,1,2024-08-23,4,9540520
3271,834,417,5,2023-10-27,4,14368344
3272,2678,134,5,2024-04-04,2,11945248
3273,6649,51,5,2025-03-18,5,29362685
3274,6755,213,4,2024-11-13,2,5086156
3275,6666,202,1,2023-02-25,5,21369035
3276,1685,285,2,2025-09-26,2,11356250
3277,1532,467,3,2022-05-22,2,2364954
3278,8657,104,3,2022-03-22,3,12855738
3279,5327,135,2,2025-11-17,2,5940262
3280,4705,70,2,2022-08-11,3,8284674
3281,2601,498,5,2023-09-24,2,9292096
3282,665,50,2,2024-05-02,4,3177124
3283,5961,483,1,2022-04-08,3,13650420
3284,1716,310,3,2024-03-13,4,10897724
3285,8361,284,5,2024-09-29,3,10930251
3286,14,177,4,2023-07-28,5,10581965
3287,3255,29,4,2022-09-03,5,34108040
3288,9948,364,1,2023-08-10,1,2956133
3289,8204,348,3,2023-07-01,4,16896736
3290,9343,339,5,2022-11-14,5,21001755
3291,8365,486,3,2023-10-08,3,6966654
3292,7664,388,1,2022-08-05,4,18990316
3293,8461,406,5,2022-09-27,4,1417696
3294,2666,181,3,2024-04-27,2,6431878
3295,5843,123,5,2024-10-06,5,24999500
3296,4484,481,1,2023-06-01,2,6412330
3297,2516,483,5,2024-06-28,1,4550140
3298,931,14,1,2025-02-02,4,6327844
3299,484,442,1,2024-12-29,3,5391477
3300,1517,121,4,2022-11-17,3,9218994
3301,6715,238,3,2025-10-21,2,4051962
3302,4826,21,4,2024-10-03,2,12867802
3303,9648,113,1,2025-07-12,2,6007516
3304,4663,283,1,2024-03-10,4,12873020
3305,1090,344,3,2022-06-01,2,5171848
3306,3373,191,4,2024-10-10,3,12076578
3307,8614,500,1,2025-06-17,1,2349055
3308,6741,448,5,2025-09-21,1,4551331
3309,6773,325,5,2022-12-12,3,3294729
3310,8702,255,2,2025-02-04,4,15045940
3311,5463,349,2,2022-08-14,2,3055982
3312,7274,8,3,2022-09-21,4,22394732
3313,1851,1,1,2025-04-26,2,5633982
3314,3789,162,3,2024-12-31,3,6274569
3315,9052,451,2,2023-10-21,5,8948065
3316,9691,336,2,2023-10-14,5,14860645
3317,8803,379,5,2025-04-19,4,19262636
3318,9190,134,4,2023-05-05,5,29863120
3319,7245,234,3,2022-10-16,3,8863803
3320,7880,48,3,2023-03-16,3,4457433
3321,6050,413,1,2024-03-15,2,2808728
3322,7740,312,4,2022-03-17,5,28860105
3323,9115,295,2,2025-08-17,2,9527544
3324,2086,102,4,2024-08-16,4,8167956
3325,6629,280,3,2024-02-11,5,5786710
3326,167,105,2,2022-01-03,2,5186542
3327,2121,146,5,2022-02-12,1,4523627
3328,2798,164,5,2022-08-26,4,25629580
3329,516,499,2,2025-03-12,1,3611266
3330,3293,229,2,2022-08-24,2,6211548
3331,7685,104,5,2024-04-10,4,17140984
3332,2193,28,4,2024-02-17,1,4453128
3333,1040,291,3,2024-08-16,2,9561972
3334,6784,151,5,2025-06-04,3,12641724
3335,378,218,4,2025-01-22,4,11811808
3336,5087,194,4,2025-04-22,3,2739975
3337,8065,342,2,2023-08-03,5,7398600
3338,7586,195,5,2025-10-23,2,5600300
3339,2146,375,1,2025-04-20,3,7246197
3340,2382,346,1,2025-10-11,4,12254904
3341,627,62,2,2022-05-14,4,17061784
3342,6498,422,1,2023-12-24,5,22331240
3343,3394,138,1,2024-12-29,3,4873386
3344,5936,255,3,2025-10-13,1,3761485
3345,9497,155,5,2024-03-17,1,3508570
3346,777,249,2,2025-06-20,5,17666265
3347,2870,127,2,2022-06-24,4,23301304
3348,5143,280,3,2023-10-17,3,3472026
3349,5157,209,2,2025-03-08,4,14543136
3350,405,270,4,2025-12-05,3,14412348
3351,5530,124,5,2024-08-20,3,16187787
3352,7306,152,5,2025-08-31,3,5055885
3353,232,208,3,2024-02-10,2,6394682
3354,921,27,3,2022-07-22,5,16127180
3355,169,453,4,2025-09-21,4,7444156
3356,4432,50,1,2022-06-09,4,3177124
3357,9109,355,2,2023-07-02,5,29128000
3358,9932,116,4,2022-11-13,3,7652820
3359,4640,372,1,2023-12-02,3,17585307
3360,7825,295,3,2022-01-22,4,19055088
3361,2492,106,4,2024-04-28,1,4579765
3362,202,85,3,2025-04-09,3,13740108
3363,1975,100,4,2023-09-02,4,12891212
3364,2381,237,2,2025-02-11,1,4757891
3365,2797,107,3,2025-11-02,5,15278675
3366,3109,235,3,2022-03-29,5,8853320
3367,9926,95,4,2023-08-02,1,3550036
3368,5017,378,1,2025-01-18,4,11037288
3369,6997,293,3,2022-11-18,3,17107026
3370,8395,282,4,2022-07-20,2,7360362
3371,3223,464,4,2024-11-10,4,23027124
3372,7617,231,5,2022-01-17,4,20053048
3373,9638,199,2,2024-09-02,1,4218191
3374,7229,49,3,2025-07-25,5,27144615
3375,2442,453,2,2025-06-17,1,1861039
3376,3474,401,5,2025-10-11,4,12721752
3377,8810,184,3,2022-08-25,5,6036815
3378,556,460,2,2023-04-03,2,8321564
3379,4082,123,4,2024-08-02,3,14999700
3380,4687,408,2,2024-08-31,2,7218442
3381,4342,268,2,2022-05-31,1,3438808
3382,467,335,1,2025-09-03,5,26997150
3383,6430,100,3,2024-10-30,5,16114015
3384,4788,25,2,2025-11-05,4,16724164
3385,4515,15,1,2022-04-08,4,15105872
3386,7174,206,3,2025-05-22,2,10555296
3387,2301,436,5,2022-03-30,1,803995
3388,5830,316,3,2022-02-24,2,7727074
3389,4513,430,4,2023-08-05,2,5882110
3390,5978,496,1,2025-04-19,4,18228648
3391,8934,443,3,2022-06-24,3,8993970
3392,6572,91,2,2022-02-13,2,8484520
3393,5467,60,3,2025-01-28,2,8707178
3394,7315,497,1,2022-06-01,5,19189565
3395,5027,175,4,2023-02-08,4,12275712
3396,4779,132,1,2022-07-28,4,17445928
3397,4253,146,5,2025-06-02,1,4523627
3398,2273,245,5,2025-08-27,3,10135620
3399,1666,222,4,2022-10-15,1,1260539
3400,9739,476,5,2022-02-07,4,9902352
3401,1539,67,1,2022-11-15,5,19842035
3402,662,470,1,2025-10-21,2,10682570
3403,4599,491,3,2023-06-12,4,15425268
3404,9739,302,2,2022-10-02,2,7225500
3405,7353,219,3,2022-04-18,4,12216860
3406,6118,162,4,2025-03-15,2,4183046
3407,396,473,2,2025-06-05,4,19415044
3408,1887,276,4,2024-08-09,1,3983470
