product_id,product_name,category,brand,price,cost,status
355,سرم ویتامین C,مراقبت پوست,La Roche-Posay,5825600,4340794,غیرفعال
356,کرم ضد آفتاب SPF50,مراقبت پوست,Bioderma,1929265,1267130,غیرفعال
357,ژل شستشوی صورت,مراقبت پوست,Neutrogena,5185120,4367333,غیرفعال
358,کرم دور چشم,مراقبت پوست,Eucerin,1644781,1169982,فعال
359,ماسک صورت مغذی,مراقبت پوست,Vichy,1471439,266538,غیرفعال
360,تونر پاک کننده پوست,مراقبت پوست,L'Oréal,2187930,1203481,غیرفعال
361,عطر ادو پرفیوم,عطر,Dior,4150316,2442055,غیرفعال
362,عطر زنانه کلاسیک,عطر,Chanel,2345952,484650,فعال
363,عطر مردانه اسپرت,عطر,Armani,6158972,4691033,غیرفعال
364,اسپری بدن,عطر,Nivea,2956133,1374789,غیرفعال
365,رژ لب مات,آرایشی,Maybelline,3870633,3062858,غیرفعال
366,ریمل حجم دهنده,آرایشی,MAC,4893748,3746963,فعال
367,پنکیک آرایشی,آرایشی,NYX,5575551,3768700,غیرفعال
368,کرم پودر,آرایشی,L'Oréal Paris,4767134,4213155,غیرفعال
369,سایه چشم,آرایشی,Essence,3869718,2537870,غیرفعال
370,خط چشم ضد آب,آرایشی,Sephora,1710232,314050,غیرفعال
371,شامپو تقویت کننده,بهداشتی,Head & Shoulders,2540289,1795493,غیرفعال
372,نرم کننده مو,بهداشتی,Pantene,5861769,4486183,فعال
373,کرم دست و بدن,بهداشتی,Nivea,1942872,732666,فعال
374,محصول مراقبت مو,بهداشتی,Garnier,2003606,1861923,غیرفعال
375,کرم مرطوب کننده آبرسان,مراقبت پوست,CeraVe,2415399,1940727,فعال
376,سرم هیالورونیک اسید,مراقبت پوست,The Ordinary,914374,174421,غیرفعال
377,سرم ویتامین C,مراقبت پوست,La Roche-Posay,4487651,3260708,فعال
378,کرم ضد آفتاب SPF50,مراقبت پوست,Bioderma,2759322,2374288,غیرفعال
379,ژل شستشوی صورت,مراقبت پوست,Neutrogena,4815659,3479169,فعال
380,کرم دور چشم,مراقبت پوست,Eucerin,4287337,3507035,غیرفعال
381,ماسک صورت مغذی,مراقبت پوست,Vichy,3681002,2582491,فعال
382,تونر پاک کننده پوست,مراقبت پوست,L'Oréal,4858228,4305037,فعال
383,عطر ادو پرفیوم,عطر,Dior,6674259,4919122,غیرفعال
384,عطر زنانه کلاسیک,عطر,Chanel,3785041,2261556,غیرفعال
385,عطر مردانه اسپرت,عطر,Armani,5346120,4147199,فعال
386,اسپری بدن,عطر,Nivea,6008243,4521251,فعال
387,رژ لب مات,آرایشی,Maybelline,4131630,2740550,فعال
388,ریمل حجم دهنده,آرایشی,MAC,4747579,4325851,غیرفعال
389,پنکیک آرایشی,آرایشی,NYX,2085308,453086,غیرفعال
390,کرم پودر,آرایشی,L'Oréal Paris,2385130,1250876,غیرفعال
391,سایه چشم,آرایشی,Essence,3502977,2950366,غیرفعال
392,خط چشم ضد آب,آرایشی,Sephora,4963468,4615233,فعال
393,شامپو تقویت کننده,بهداشتی,Head & Shoulders,5662324,4378383,غیرفعال
394,نرم کننده مو,بهداشتی,Pantene,3028415,2185068,غیرفعال
395,کرم دست و بدن,بهداشتی,Nivea,5071109,4169713,غیرفعال
396,محصول مراقبت مو,بهداشتی,Garnier,3151862,1651955,غیرفعال
397,کرم مرطوب کننده آبرسان,مراقبت پوست,CeraVe,1896278,1386873,فعال
398,سرم هیالورونیک اسید,مراقبت پوست,The Ordinary,2322464,1951557,فعال
399,سرم ویتامین C,مراقبت پوست,La Roche-Posay,2927809,2230143,غیرفعال
400,کرم ضد آفتاب SPF50,مراقبت پوست,Bioderma,4966076,4900448,فعال
401,ژل شستشوی صورت,مراقبت پوست,Neutrogena,3180438,2854901,فعال
402,کرم دور چشم,مراقبت پوست,Eucerin,4367485,3235628,غیرفعال
403,ماسک صورت مغذی,مراقبت پوست,Vichy,911317,170673,فعال
404,تونر پاک کننده پوست,مراقبت پوست,L'Oréal,2575731,1913037,فعال
405,عطر ادو پرفیوم,عطر,Dior,3271056,2945583,فعال
406,عطر زنانه کلاسیک,عطر,Chanel,354424,247364,فعال
407,عطر مردانه اسپرت,عطر,Armani,5823395,4079714,غیرفعال
408,اسپری بدن,عطر,Nivea,3609221,3555961,غیرفعال
409,رژ لب مات,آرایشی,Maybelline,2365440,1071986,فعال
410,ریمل حجم دهنده,آرایشی,MAC,5018249,4798809,فعال
411,پنکیک آرایشی,آرایشی,NYX,2740032,2180710,غیرفعال
412,کرم پودر,آرایشی,L'Oréal Paris,5500976,4337115,فعال
413,سایه چشم,آرایشی,Essence,1404364,332687,فعال
414,خط چشم ضد آب,آرایشی,Sephora,2682751,710280,غیرفعال
415,شامپو تقویت کننده,بهداشتی,Head & Shoulders,2057427,2005775,فعال
416,نرم کننده مو,بهداشتی,Pantene,2646953,1152730,غیرفعال
417,کرم دست و بدن,بهداشتی,Nivea,3592086,2863483,فعال
418,محصول مراقبت مو,بهداشتی,Garnier,2194091,1197595,فعال
419,کرم مرطوب کننده آبرسان,مراقبت پوست,CeraVe,3452293,3091239,فعال
420,سرم هیالورونیک اسید,مراقبت پوست,The Ordinary,3741851,2262902,فعال
421,سرم ویتامین C,مراقبت پوست,La Roche-Posay,2827572,2730556,غیرفعال
422,کرم ضد آفتاب SPF50,مراقبت پوست,Bioderma,4466248,4054184,غیرفعال
423,ژل شستشوی صورت,مراقبت پوست,Neutrogena,3677050,2076257,غیرفعال
424,کرم دور چشم,مراقبت پوست,Eucerin,4186306,4001010,فعال
425,ماسک صورت مغذی,مراقبت پوست,Vichy,5629326,4930356,غیرفعال
426,تونر پاک کننده پوست,مراقبت پوست,L'Oréal,1121248,1041533,غیرفعال
427,عطر ادو پرفیوم,عطر,Dior,2439830,1652836,غیرفعال
428,عطر زنانه کلاسیک,عطر,Chanel,4375330,2996736,غیرفعال
429,عطر مردانه اسپرت,عطر,Armani,5442096,3864718,فعال
430,اسپری بدن,عطر,Nivea,2941055,2311790,فعال
431,رژ لب مات,آرایشی,Maybelline,5126922,3576988,غیرفعال
432,ریمل حجم دهنده,آرایشی,MAC,4546306,4120562,غیرفعال
433,پنکیک آرایشی,آرایشی,NYX,1391147,378336,فعال
434,کرم پودر,آرایشی,L'Oréal Paris,2479838,1078449,غیرفعال
435,سایه چشم,آرایشی,Essence,3079748,2622766,غیرفعال
436,خط چشم ضد آب,آرایشی,Sephora,803995,118809,غیرفعال
437,شامپو تقویت کننده,بهداشتی,Head & Shoulders,1983628,535416,فعال
438,نرم کننده مو,بهداشتی,Pantene,5338474,4310287,غیرفعال
439,کرم دست و بدن,بهداشتی,Nivea,2022353,606327,غیرفعال
440,محصول مراقبت مو,بهداشتی,Garnier,3248316,3000845,غیرفعال
441,کرم مرطوب کننده آبرسان,مراقبت پوست,CeraVe,3098718,1327255,فعال
442,سرم هیالورونیک اسید,مراقبت پوست,The Ordinary,1797159,1617581,غیرفعال
443,سرم ویتامین C,مراقبت پوست,La Roche-Posay,2997990,1595298,فعال
444,کرم ضد آفتاب SPF50,مراقبت پوست,Bioderma,4176454,3758510,فعال
445,ژل شستشوی صورت,مراقبت پوست,Neutrogena,4131547,3538587,غیرفعال
446,کرم دور چشم,مراقبت پوست,Eucerin,3663712,3424601,فعال
447,ماسک صورت مغذی,مراقبت پوست,Vichy,4669347,3539478,فعال
448,تونر پاک کننده پوست,مراقبت پوست,L'Oréal,4551331,3246156,غیرفعال
449,عطر ادو پرفیوم,عطر,Dior,5741211,4792048,فعال
450,عطر زنانه کلاسیک,عطر,Chanel,5302257,3416742,غیرفعال
451,عطر مردانه اسپرت,عطر,Armani,1789613,1112333,فعال
452,اسپری بدن,عطر,Nivea,4859224,3174531,فعال
453,رژ لب مات,آرایشی,Maybelline,1861039,1424114,غیرفعال
454,ریمل حجم دهنده,آرایشی,MAC,2378018,1647945,فعال
455,پنکیک آرایشی,آرایشی,NYX,4183111,2316552,غیرفعال
456,کرم پودر,آرایشی,L'Oréal Paris,3677540,2993607,فعال
457,سایه چشم,آرایشی,Essence,1985042,263923,فعال
458,خط چشم ضد آب,آرایشی,Sephora,5324169,3406712,غیرفعال
459,شامپو تقویت کننده,بهداشتی,Head & Shoulders,2794575,1235312,فعال
460,نرم کننده مو,بهداشتی,Pantene,4160782,3067497,غیرفعال
461,کرم دست و بدن,بهداشتی,Nivea,5129859,3570481,غیرفعال
462,محصول مراقبت مو,بهداشتی,Garnier,4265574,3558993,غیرفعال
463,کرم مرطوب کننده آبرسان,مراقبت پوست,CeraVe,6165338,4589566,غیرفعال
464,سرم هیالورونیک اسید,مراقبت پوست,The Ordinary,5756781,4911460,فعال
465,سرم ویتامین C,مراقبت پوست,La Roche-Posay,4931895,3061353,فعال
466,کرم ضد آفتاب SPF50,مراقبت پوست,Bioderma,2812305,2304411,غیرفعال
467,ژل شستشوی صورت,مراقبت پوست,Neutrogena,1182477,775518,غیرفعال
468,کرم دور چشم,مراقبت پوست,Eucerin,1873946,1386048,غیرفعال
469,ماسک صورت مغذی,مراقبت پوست,Vichy,833514,469084,فعال
470,تونر پاک کننده پوست,مراقبت پوست,L'Oréal,5341285,4924551,غیرفعال
471,عطر ادو پرفیوم,عطر,Dior,1764849,1035025,غیرفعال
472,عطر زنانه کلاسیک,عطر,Chanel,3076224,2684157,غیرفعال
473,عطر مردانه اسپرت,عطر,Armani,4853761,3846991,غیرفعال
474,اسپری بدن,عطر,Nivea,1411446,1147824,فعال
475,رژ لب مات,آرایشی,Maybelline,2954091,2891743,غیرفعال
476,ریمل حجم دهنده,آرایشی,MAC,2475588,2327516,فعال
477,پنکیک آرایشی,آرایشی,NYX,2786246,2675648,غیرفعال
478,کرم پودر,آرایشی,L'Oréal Paris,3293517,2811082,فعال
479,سایه چشم,آرایشی,Essence,5731703,4771162,فعال
480,خط چشم ضد آب,آرایشی,Sephora,4876931,3047542,فعال
481,شامپو تقویت کننده,بهداشتی,Head & Shoulders,3206165,1957219,غیرفعال
482,نرم کننده مو,بهداشتی,Pantene,4989140,4337871,غیرفعال
483,کرم دست و بدن,بهداشتی,Nivea,4550140,4455631,فعال
484,محصول مراقبت مو,بهداشتی,Garnier,3467252,1535416,فعال
485,کرم مرطوب کننده آبرسان,مراقبت پوست,CeraVe,2530437,990517,فعال
486,سرم هیالورونیک اسید,مراقبت پوست,The Ordinary,2322218,1510460,غیرفعال
487,سرم ویتامین C,مراقبت پوست,La Roche-Posay,3384003,2752820,غیرفعال
488,کرم ضد آفتاب SPF50,مراقبت پوست,Bioderma,5844532,4084157,فعال
489,ژل شستشوی صورت,مراقبت پوست,Neutrogena,2533254,2439037,فعال
490,کرم دور چشم,مراقبت پوست,Eucerin,672277,477795,غیرفعال
491,ماسک صورت مغذی,مراقبت پوست,Vichy,3856317,3178363,فعال
492,تونر پاک کننده پوست,مراقبت پوست,L'Oréal,3267193,2898948,فعال
493,عطر ادو پرفیوم,عطر,Dior,4125207,2253551,فعال
494,عطر زنانه کلاسیک,عطر,Chanel,4890394,4755511,فعال
495,عطر مردانه اسپرت,عطر,Armani,6379128,4993614,فعال
496,اسپری بدن,عطر,Nivea,4557162,3355691,غیرفعال
497,رژ لب مات,آرایشی,Maybelline,3837913,2823103,فعال
498,ریمل حجم دهنده,آرایشی,MAC,4646048,3566854,غیرفعال
499,پنکیک آرایشی,آرایشی,NYX,3611266,3417085,فعال
500,کرم پودر,آرایشی,L'Oréal Paris,2349055,761040,فعال
